@relation data

@attribute att1 {Color,' Black and White'}
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 {English,Mandarin,Aboriginal,Spanish,French,Filipino,Maya,Kazakh,Telugu,Cantonese,Japanese,Aramaic,Italian,Dutch,Dari,German,Mongolian,Thai,Bosnian,Korean,Hungarian,Hindi,Icelandic,Danish,Portuguese,Norwegian,Czech,Russian,None,Zulu,Hebrew,Dzongkha,Arabic,Vietnamese,Indonesian,Romanian,Persian,Swedish}
@attribute att7 {USA,UK,'New Zealand',Canada,Australia,Germany,China,'New Line',France,Japan,Spain,'Hong Kong','Czech Republic',Peru,'South Korea',India,Aruba,Denmark,Belgium,Ireland,'South Africa',Italy,Romania,Chile,Netherlands,Hungary,Russia,Mexico,Greece,Taiwan,'Official site',Thailand,Iran,'West Germany',Georgia,Iceland,Brazil,Finland,Norway,Argentina,Colombia,Poland,Israel,Indonesia,Afghanistan,Sweden,Philippines}
@attribute att8 {PG-13,PG,G,R,Approved,NC-17,X,'Not Rated',Unrated,M,GP,Passed}
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric

@data
Color,239,841,1954,4836,English,USA,PG-13,3,4,2,1
Color,250,82,582,4516,English,USA,R,3,3,4,1
Color,898,227,2396,655,English,USA,PG-13,3,3,2,1
Color,899,842,2784,3275,English,USA,R,3,4,2,1
Color,900,217,2785,4837,English,USA,PG,3,3,4,1
Color,154,157,2424,4838,English,USA,PG,3,4,2,1
Color,33,843,274,4839,English,USA,R,3,4,2,1
Color,356,624,2519,1728,English,USA,PG,3,4,2,1
Color,754,282,2034,3219,English,USA,R,3,4,2,1
Color,240,541,2498,4260,English,USA,PG-13,3,4,2,1
Color,776,844,554,3989,English,USA,PG-13,3,4,2,1
Color,216,738,154,539,English,USA,PG-13,3,3,2,1
Color,524,677,2620,4663,English,USA,PG-13,3,4,2,0
Color,339,510,402,996,English,USA,PG-13,3,4,2,1
Color,690,845,2786,1721,English,USA,R,3,4,2,1
' Black and White',226,137,2787,4840,English,USA,PG,3,4,2,1
Color,537,365,2788,4841,English,USA,PG,3,4,2,1
Color,901,306,411,920,English,USA,R,3,4,4,1
Color,720,846,2464,4842,English,USA,PG-13,3,4,2,1
Color,795,504,595,809,English,USA,PG-13,3,4,2,1
Color,24,1,772,2938,English,USA,PG-13,3,3,2,1
Color,902,847,2125,3287,English,UK,PG-13,3,4,2,1
Color,795,848,2704,4843,English,USA,PG-13,3,4,2,1
Color,903,375,544,96,English,USA,R,3,4,2,1
Color,904,374,665,1418,English,USA,PG-13,3,4,2,1
Color,905,229,403,4202,English,USA,G,3,4,1,1
Color,906,247,384,150,English,UK,PG-13,3,4,2,1
Color,907,197,2790,2930,English,USA,G,3,4,1,1
Color,572,849,2791,4845,English,USA,PG-13,3,4,2,1
Color,908,624,421,4846,English,USA,PG-13,3,4,2,1
Color,909,850,2792,4847,English,USA,G,3,4,1,1
Color,666,544,2793,661,English,USA,PG,3,4,2,1
Color,705,378,665,1418,English,USA,PG-13,3,4,2,1
Color,213,204,874,4230,English,USA,R,3,3,4,1
Color,910,852,2795,4849,English,USA,R,3,4,2,1
Color,856,544,2488,733,English,USA,PG-13,3,4,2,1
Color,911,221,541,2720,English,USA,PG-13,3,4,4,1
Color,619,853,2263,4290,English,USA,R,3,4,2,1
Color,441,63,648,4850,English,USA,PG,3,3,2,1
Color,277,86,653,52,English,USA,PG-13,3,4,2,1
Color,913,854,2796,4852,English,USA,R,3,4,2,1
Color,914,855,2145,1148,English,USA,PG,3,4,2,1
Color,705,856,2797,4853,English,USA,PG-13,3,4,2,1
Color,114,75,2798,4854,English,France,R,3,4,4,1
Color,80,653,1268,1264,English,USA,R,3,4,2,1
Color,915,93,209,4365,English,USA,PG-13,3,4,2,1
Color,890,857,2128,1797,English,USA,R,3,4,2,0
Color,672,858,2799,1914,English,USA,R,2,4,2,1
Color,230,859,185,2391,English,USA,R,3,3,2,1
Color,579,860,337,2893,English,USA,PG-13,3,4,2,1
Color,525,182,820,1155,English,USA,R,3,4,2,1
Color,53,861,2800,4855,English,USA,PG-13,3,4,2,1
Color,917,862,2801,4856,English,USA,R,3,4,2,0
Color,918,564,878,1883,English,USA,R,3,4,2,1
Color,919,192,2752,4857,English,USA,R,3,4,2,1
Color,397,384,2802,4859,English,USA,R,3,4,2,1
Color,491,600,274,4234,English,UK,R,3,4,2,1
Color,921,864,2803,4860,English,Japan,PG-13,3,4,2,0
Color,828,31,1014,707,English,USA,R,3,4,2,1
Color,146,35,679,596,English,UK,R,3,4,2,1
Color,152,141,396,384,English,USA,R,3,4,2,1
Color,445,157,1845,4861,English,USA,PG,3,4,2,1
Color,50,63,104,1251,English,USA,R,3,4,2,1
Color,229,315,2804,4862,English,UK,R,3,4,2,1
Color,922,865,628,347,English,USA,PG,3,4,2,1
Color,923,866,2805,4863,English,Australia,R,3,4,2,1
Color,924,746,1393,1329,English,USA,R,3,4,2,1
Color,925,867,743,3003,English,Hungary,PG,3,4,2,1
Color,926,243,1017,709,English,USA,PG-13,2,4,1,1
Color,514,9,260,2370,English,Australia,PG-13,3,3,2,0
Color,927,868,220,4861,English,USA,PG,3,4,2,1
Color,200,774,2579,4864,English,USA,PG-13,3,4,2,1
Color,423,55,2806,4866,English,USA,PG,3,4,2,0
Color,525,869,317,4387,English,USA,R,3,3,2,0
Color,929,870,2807,2723,English,USA,PG-13,3,4,2,1
Color,469,871,154,1557,English,USA,R,3,4,2,0
' Black and White',931,873,2809,4868,English,USA,R,1,2,2,1
Color,456,530,920,4869,English,USA,R,3,4,2,0
Color,932,413,236,1547,English,USA,PG-13,3,4,2,1
Color,293,297,825,1264,English,USA,R,3,4,2,0
Color,933,874,258,4870,English,USA,PG,3,3,2,0
Color,136,48,2811,2110,English,USA,PG,3,4,2,0
Color,934,196,202,462,English,USA,R,3,4,2,0
Color,512,224,1030,987,English,USA,R,3,4,4,1
Color,235,368,554,1266,English,USA,PG-13,3,4,2,0
Color,935,416,415,2559,English,France,R,3,4,2,0
Color,423,397,111,791,English,USA,R,3,4,2,1
Color,936,850,2653,2792,English,USA,G,3,4,1,0
Color,779,21,185,899,English,USA,PG-13,3,3,2,0
Color,937,875,2812,4872,Cantonese,'Hong Kong',R,3,4,2,0
Color,938,197,1451,388,English,USA,G,3,4,2,0
Color,12,877,2814,1688,Dari,USA,PG-13,3,4,2,0
Color,114,19,39,664,English,USA,R,3,4,2,0
Color,939,812,2815,1031,English,USA,PG-13,3,4,2,0
Color,534,224,330,219,English,USA,PG-13,3,4,2,1
Color,940,878,1002,542,English,USA,PG-13,3,4,2,0
Color,941,879,2816,4873,English,USA,PG-13,3,4,2,0
Color,943,269,2817,2941,English,USA,G,3,2,4,0
Color,705,665,479,2537,English,USA,PG-13,3,4,2,0
Color,554,881,2600,4876,English,USA,PG-13,3,4,2,0
Color,230,192,937,3917,English,USA,PG,3,4,2,0
Color,945,104,765,98,English,USA,R,3,4,2,0
Color,946,444,2818,4877,English,France,PG-13,3,4,2,0
Color,277,52,2819,4878,English,USA,PG-13,3,4,2,0
Color,396,35,360,378,English,USA,R,3,4,2,0
Color,696,51,149,772,English,USA,R,3,3,2,0
Color,947,882,2820,1473,English,USA,PG,3,4,2,0
Color,120,240,47,4620,English,UK,R,3,4,2,0
Color,1,76,649,4204,English,USA,R,3,4,2,0
' Black and White',382,478,495,855,English,USA,R,3,4,2,0
Color,387,883,2821,4879,English,USA,PG-13,3,4,2,0
Color,200,884,1618,4880,English,USA,PG-13,3,4,2,0
Color,57,53,2338,2318,English,UK,R,3,4,2,0
Color,948,783,2822,4881,English,USA,PG,3,3,2,0
Color,152,885,245,3843,English,UK,PG-13,3,4,2,0
Color,491,212,2823,4882,English,UK,R,3,4,2,0
Color,837,141,392,360,English,USA,R,3,4,2,0
Color,696,740,1330,2666,English,USA,R,3,4,2,0
Color,949,499,48,4883,English,Australia,PG-13,3,4,2,0
Color,813,71,480,1248,English,USA,R,3,4,2,0
Color,435,158,124,4884,English,USA,PG-13,3,3,2,0
Color,696,450,1793,4885,English,USA,R,3,4,2,0
Color,189,13,2105,4464,English,USA,R,2,4,2,0
Color,33,886,365,3047,English,USA,R,3,4,2,0
Color,606,158,1444,3626,English,USA,PG-13,3,4,2,0
Color,950,887,2824,4886,English,Germany,PG,3,4,2,0
Color,243,116,2825,4887,English,Germany,PG-13,3,4,2,0
Color,243,635,296,354,English,USA,PG-13,3,4,2,0
Color,322,888,932,2762,English,USA,PG-13,3,4,2,0
Color,602,890,2827,4888,English,USA,R,3,4,4,0
Color,951,521,1493,4412,English,USA,G,3,4,1,0
Color,952,891,2828,2736,English,USA,PG-13,3,4,2,0
Color,495,892,1755,3971,English,USA,PG-13,3,4,2,0
Color,423,461,456,4890,English,Russia,R,3,4,2,0
Color,953,628,2830,4891,English,Canada,PG-13,3,4,2,0
Color,802,893,1618,3715,English,USA,R,3,4,2,0
Color,954,51,2831,1080,English,UK,R,2,4,4,0
Color,955,384,154,311,English,Mexico,PG-13,3,4,2,0
Color,471,125,414,1543,English,UK,R,3,4,2,0
Color,776,21,63,3362,English,USA,R,2,4,2,0
Color,77,69,1268,1873,English,USA,PG,3,4,2,0
Color,388,894,1312,4892,English,Canada,R,3,4,2,0
Color,772,128,2832,3144,English,USA,PG,3,4,2,0
Color,956,895,2206,664,English,USA,R,3,4,2,0
Color,957,247,587,268,English,USA,R,3,4,2,0
Color,959,897,2833,4893,English,USA,PG-13,3,4,2,0
' Black and White',960,34,140,4894,English,USA,R,3,4,4,0
Color,961,10,99,1093,English,USA,PG-13,3,4,2,0
Color,692,825,1557,1814,English,USA,PG-13,3,4,2,0
Color,962,93,543,1059,English,USA,R,3,4,2,0
Color,656,802,96,852,Japanese,Japan,PG-13,4,4,4,0
' Black and White',651,898,265,2383,French,France,PG-13,3,4,2,0
Color,963,899,2834,4895,English,USA,PG,3,3,2,0
Color,837,167,1246,664,English,Australia,R,2,4,2,0
Color,964,900,302,4896,English,USA,PG,3,4,2,0
Color,835,901,2735,1883,English,USA,R,3,4,1,0
Color,722,34,685,359,English,USA,R,3,4,2,0
Color,150,416,2835,4897,English,Australia,R,3,4,2,0
Color,761,233,719,1291,English,USA,R,3,4,2,0
Color,965,149,2836,4898,English,USA,G,3,4,2,0
Color,325,75,60,4899,English,USA,R,2,4,2,0
Color,966,902,2113,4900,Japanese,Japan,PG-13,4,4,2,0
Color,967,69,464,3529,English,USA,PG,3,4,2,0
Color,53,903,2221,2282,English,USA,R,3,3,2,0
Color,583,905,1390,4902,French,France,?,4,4,2,0
Color,620,906,2838,4460,English,USA,PG-13,3,4,2,0
Color,969,210,2248,3004,English,USA,R,3,4,2,0
Color,508,153,2524,4904,English,USA,PG-13,3,4,2,0
Color,888,112,938,4909,Mandarin,China,PG-13,3,4,2,0
Color,880,912,1288,4910,German,Germany,R,3,4,4,0
Color,260,913,2844,1750,English,USA,PG-13,3,3,4,1
Color,561,77,100,4145,English,USA,R,3,4,2,1
Color,377,210,436,2757,English,USA,R,3,3,2,1
Color,977,914,627,2677,English,USA,PG,3,4,2,1
Color,548,915,1791,2458,English,USA,R,3,4,2,1
Color,917,602,1959,213,English,USA,R,3,4,2,1
Color,43,307,979,4912,English,USA,PG,3,3,2,1
Color,578,917,937,539,English,USA,R,3,4,2,1
Color,795,918,2845,4913,English,USA,PG-13,3,4,2,1
Color,343,208,2455,4915,English,USA,PG-13,3,4,2,1
Color,80,920,2847,4916,English,USA,PG-13,3,4,2,1
Color,98,921,78,2778,English,Belgium,R,3,4,2,0
Color,979,711,345,1209,English,UK,G,3,4,2,0
Color,108,416,27,2781,English,USA,R,3,4,2,1
Color,656,923,2849,4918,Japanese,Japan,PG,3,4,2,0
Color,146,22,82,445,English,UK,PG,3,3,4,0
Color,981,685,2850,1016,English,USA,PG-13,3,4,4,1
Color,395,924,2380,399,English,USA,R,3,4,4,0
Color,982,191,2680,3432,English,USA,PG,3,4,2,0
Color,984,507,280,1460,English,USA,R,3,4,2,0
Color,986,925,2852,4922,English,USA,G,3,3,2,0
Color,987,26,543,1215,English,France,R,3,4,2,0
Color,989,55,53,32,English,USA,R,3,4,2,1
Color,174,76,209,2165,English,USA,R,3,4,2,1
' Black and White',233,926,2853,4924,English,Canada,R,3,4,2,1
Color,255,1,181,2757,English,USA,R,3,4,2,0
Color,990,80,653,778,English,USA,PG-13,3,4,2,0
Color,551,928,2855,2537,English,USA,R,3,4,2,1
Color,168,344,2856,2169,English,USA,PG-13,3,3,2,1
Color,487,33,172,1084,English,USA,PG,3,3,4,1
Color,327,929,2857,4925,English,USA,R,3,4,2,1
Color,275,930,2858,1663,English,USA,PG-13,3,4,2,1
Color,853,194,2529,1942,English,USA,PG,3,3,2,1
Color,245,384,345,4926,English,USA,PG-13,3,4,2,1
Color,60,52,1567,4927,English,USA,R,3,4,2,1
Color,991,76,307,885,English,USA,PG-13,3,4,2,0
Color,925,931,2063,2716,English,USA,PG-13,3,4,2,0
' Black and White',619,727,1090,2526,English,USA,PG-13,3,4,2,1
Color,992,85,479,2865,English,USA,R,3,4,2,1
Color,190,166,1004,2752,English,USA,PG-13,3,4,1,1
Color,606,932,2859,4928,English,USA,PG-13,3,4,2,1
Color,95,825,2203,4929,English,USA,PG,3,4,2,1
Color,131,933,407,3382,English,USA,R,3,3,2,1
Color,429,934,213,4244,English,USA,R,3,3,4,1
Color,920,193,128,4930,English,USA,PG-13,3,4,2,1
Color,197,653,52,2518,English,USA,PG-13,3,4,2,1
Color,993,935,2860,4931,English,USA,PG-13,3,4,2,1
Color,987,936,838,2815,English,UK,R,3,4,4,1
Color,420,76,1095,950,English,USA,PG-13,3,3,2,1
Color,114,16,19,1669,English,USA,R,3,4,2,1
Color,696,938,2441,4932,English,USA,PG-13,3,4,2,1
Color,116,939,2861,3479,English,USA,R,3,4,2,1
Color,803,940,481,4843,English,USA,PG-13,3,4,2,1
Color,103,156,130,91,English,USA,R,3,3,2,1
Color,994,941,956,4933,English,USA,PG-13,3,4,2,1
Color,469,157,987,873,English,USA,R,1,3,2,1
Color,995,184,1533,931,English,USA,PG,3,4,2,1
Color,996,943,2477,4935,English,USA,R,3,4,2,1
Color,810,874,2862,4936,English,USA,PG,3,3,2,1
' Black and White',48,158,2326,3487,English,USA,R,3,3,2,0
Color,997,65,1898,165,English,USA,PG-13,3,4,2,1
Color,277,944,2863,4937,English,USA,PG-13,3,3,2,0
Color,998,945,865,2726,English,USA,PG,3,4,2,1
Color,464,182,1937,2731,English,USA,R,3,4,2,0
Color,696,740,172,311,English,USA,PG,3,4,2,0
Color,999,692,2864,4938,English,USA,PG-13,3,4,2,0
Color,875,351,2865,4939,English,USA,PG-13,3,4,2,1
Color,1000,224,1535,4940,English,USA,PG,3,4,2,0
Color,569,839,563,936,English,USA,R,3,4,2,0
Color,464,141,125,1319,English,UK,R,3,4,2,0
Color,126,946,2866,2853,English,Canada,PG-13,3,4,2,0
Color,760,26,765,1418,English,USA,R,3,4,2,0
Color,1001,947,2867,4941,English,USA,PG,3,3,2,0
Color,1002,113,157,441,English,USA,R,3,4,2,0
Color,1003,949,2869,1057,English,USA,PG-13,3,4,2,0
Color,106,950,2731,2227,English,USA,R,3,4,2,0
Color,340,951,2870,4943,English,USA,PG-13,3,4,2,0
Color,1004,931,2871,4944,English,USA,PG,3,3,2,0
Color,1005,516,2872,1790,English,Canada,R,3,4,2,0
Color,451,952,2873,4945,English,USA,R,3,3,2,0
Color,1006,953,2874,4946,English,USA,PG,3,3,2,0
Color,788,954,2875,4823,English,Germany,R,3,4,2,0
' Black and White',24,1,192,269,English,USA,R,3,3,2,0
Color,689,6,141,2278,English,USA,PG-13,3,4,2,0
Color,194,955,2876,1143,Mongolian,Russia,R,3,4,2,0
Color,129,3,69,384,English,UK,R,3,4,2,0
Color,1007,956,2877,1655,English,USA,PG,3,3,2,0
Color,85,957,594,2712,English,UK,PG-13,3,4,4,0
Color,1008,396,101,4947,English,Greece,PG-13,3,4,2,0
Color,696,740,572,478,English,USA,R,3,4,2,0
Color,1009,279,298,4948,English,Australia,R,3,4,2,0
' Black and White',1010,959,2879,4949,German,Germany,R,3,4,4,0
Color,1012,121,2188,4951,English,USA,R,2,3,2,1
Color,240,243,728,2415,English,USA,R,3,4,2,0
Color,1015,785,501,3122,English,Spain,R,2,4,2,0
Color,1016,813,2241,4955,English,France,R,3,4,2,0
Color,560,16,696,1795,English,USA,R,3,4,2,1
Color,107,968,2886,4956,English,USA,PG-13,3,4,2,1
Color,1019,203,149,338,English,USA,PG,3,4,1,1
Color,1020,202,1201,4957,English,UK,PG-13,3,4,2,1
Color,1021,969,364,1746,English,France,R,3,4,2,1
Color,1022,970,2845,4958,English,USA,PG,3,4,2,0
Color,1024,971,2887,4959,English,USA,R,3,4,2,0
Color,315,972,2888,4960,English,USA,PG-13,3,4,2,1
Color,0,280,2889,2178,English,USA,R,3,3,4,1
Color,1025,973,2890,4961,English,USA,Approved,3,2,4,1
Color,419,424,221,2206,English,USA,R,3,4,2,1
Color,626,641,66,106,English,USA,R,3,4,2,1
Color,690,459,2891,2122,English,USA,R,3,4,2,1
Color,426,974,2892,4962,English,USA,R,3,4,2,0
Color,469,157,806,437,English,USA,R,1,3,2,1
' Black and White',187,54,552,2084,Mandarin,China,PG-13,3,4,1,0
Color,1026,622,2893,3101,English,USA,PG,3,4,2,1
Color,579,255,276,676,English,USA,R,3,4,2,1
Color,796,32,1126,1451,English,UK,R,3,4,2,1
Color,1027,464,2696,3553,English,Canada,R,3,4,2,1
Color,333,975,703,2774,English,USA,R,3,4,2,1
Color,28,30,351,1444,English,USA,PG,4,4,2,0
Color,1028,166,2894,2761,English,USA,PG-13,3,4,2,1
Color,985,413,535,4963,English,USA,PG-13,3,4,2,1
Color,630,914,964,703,English,USA,R,3,4,2,1
Color,400,976,2356,2658,English,USA,PG-13,3,4,2,1
Color,726,977,2895,4964,English,USA,PG,3,4,4,1
Color,1031,219,2897,4967,English,USA,PG-13,3,4,2,1
Color,621,363,508,2153,English,USA,PG-13,3,4,2,0
Color,6,282,2262,1366,English,UK,R,3,4,2,0
Color,1032,179,550,363,English,USA,PG-13,3,4,2,0
Color,1033,979,2898,4968,English,USA,PG-13,2,4,2,1
Color,1034,159,2899,4969,English,USA,G,3,4,1,0
Color,274,202,274,1537,English,USA,R,3,4,4,1
Color,1036,981,2900,4970,English,USA,R,3,4,2,1
Color,372,932,2901,1896,English,USA,PG-13,3,4,2,0
Color,166,65,184,433,English,USA,PG-13,3,4,2,0
Color,1037,51,394,902,English,UK,PG,3,3,4,0
Color,1039,74,149,340,English,Germany,R,3,4,2,0
Color,1041,783,2869,4972,English,UK,PG-13,3,3,2,0
Color,222,295,39,4973,English,USA,PG-13,3,4,2,1
Color,1042,984,1132,4144,English,USA,PG,3,3,2,0
Color,133,985,2903,4974,English,Ireland,R,3,4,2,0
Color,1043,162,2904,4975,English,France,R,3,4,2,0
Color,826,84,1045,4976,English,France,R,3,4,4,0
Color,1046,986,2907,4979,English,USA,PG-13,3,4,2,0
Color,1047,514,157,4980,English,USA,PG-13,3,3,2,1
Color,1048,21,95,3987,English,USA,R,3,4,2,0
Color,222,295,39,4973,English,USA,PG-13,3,4,2,1
Color,78,987,2908,4389,English,USA,R,3,3,2,1
Color,106,9,141,384,English,USA,PG,3,3,4,1
Color,1049,203,385,4981,English,UK,PG,3,4,2,1
Color,1050,988,2158,4982,English,USA,PG-13,3,4,2,0
Color,1051,637,1428,2801,English,USA,R,3,4,2,0
Color,110,86,652,869,English,USA,PG,3,3,2,1
Color,1052,435,420,1592,English,USA,PG-13,3,3,2,1
Color,340,989,2909,4983,English,USA,R,3,3,2,1
Color,859,289,391,1950,English,USA,R,3,3,4,1
Color,235,990,2782,2774,English,USA,R,3,4,2,1
Color,355,74,2910,4984,English,USA,R,3,4,2,1
' Black and White',1053,991,1553,557,English,France,PG-13,3,4,2,1
Color,331,61,2911,4985,English,USA,PG-13,3,4,2,1
Color,470,99,192,838,English,USA,PG-13,3,4,2,1
Color,88,362,1019,1715,English,USA,R,3,4,2,1
Color,1054,992,2912,4986,English,USA,PG-13,3,4,2,0
Color,1055,993,2526,542,English,USA,PG,3,4,1,1
Color,37,994,1411,4987,Spanish,Spain,R,3,4,2,1
Color,433,995,841,609,English,USA,PG,3,4,2,0
' Black and White',265,558,337,1485,English,USA,R,3,4,4,1
Color,1056,867,586,637,English,USA,PG-13,3,4,2,1
Color,575,996,2376,2600,English,USA,PG-13,3,4,2,1
Color,1057,997,2914,4988,English,USA,R,3,3,2,1
Color,229,998,2915,4734,English,UK,R,2,4,2,1
Color,1058,96,669,475,English,USA,PG-13,3,4,2,1
Color,696,59,2103,2737,English,Spain,PG-13,3,4,2,1
Color,903,375,544,96,English,USA,R,3,4,2,1
Color,1060,374,824,4989,English,USA,PG-13,3,4,2,1
Color,1061,323,812,3092,English,USA,PG-13,3,4,2,0
Color,414,6,2916,4990,English,USA,R,3,4,2,0
Color,1062,166,157,3130,English,USA,PG-13,3,4,2,0
Color,696,420,2917,2987,English,USA,PG,3,3,2,0
Color,991,76,307,885,English,USA,PG-13,3,4,2,0
Color,1063,83,749,4991,English,USA,PG-13,3,4,2,1
Color,1064,581,2918,4992,English,USA,PG-13,3,4,2,0
Color,835,172,374,2930,English,USA,PG-13,3,3,2,0
Color,250,156,33,947,English,USA,PG-13,3,3,2,1
Color,1065,1000,2300,1670,English,Germany,R,3,4,2,0
Color,1068,1002,2919,4301,English,USA,R,3,4,2,0
Color,696,740,475,1937,English,USA,PG-13,3,4,2,0
Color,1069,450,627,4994,English,USA,R,3,4,2,0
Color,503,738,2920,1299,English,UK,R,3,3,2,0
Color,1070,1003,2124,4995,English,USA,R,3,4,2,0
Color,1071,1004,2453,1870,English,USA,PG-13,3,4,2,0
Color,761,119,2510,1730,English,USA,R,3,4,2,0
Color,1072,230,2921,3488,English,UK,PG-13,3,4,4,0
Color,464,169,1301,3309,English,UK,R,3,4,2,0
Color,1073,558,337,2704,English,USA,R,3,4,2,0
Color,1075,414,2923,1121,English,UK,R,3,4,2,0
Color,1076,1005,2924,4194,English,France,'Not Rated',3,4,4,0
Color,941,369,1837,4997,English,USA,PG-13,3,4,2,0
Color,1078,371,137,2365,English,USA,R,3,4,2,0
Color,1079,68,2177,1569,English,USA,PG-13,3,4,2,0
Color,1081,481,285,478,English,USA,R,3,4,2,0
Color,1082,1009,2928,5002,French,France,R,3,4,2,0
Color,66,1010,2563,4372,English,Canada,R,3,4,2,0
Color,225,301,117,4884,English,USA,R,3,3,2,1
Color,126,514,670,161,English,USA,PG,3,3,2,1
Color,853,260,223,899,English,USA,PG,2,3,2,1
Color,207,192,452,1592,English,USA,PG,3,3,2,1
Color,165,56,561,5003,English,USA,PG,3,3,2,1
Color,106,1011,2929,5004,Mandarin,Taiwan,PG-13,3,4,2,1
Color,2,11,937,5005,English,USA,R,3,4,2,1
Color,323,298,398,2194,English,UK,R,3,4,2,1
Color,246,365,2930,5006,English,USA,PG,3,3,2,1
Color,1083,224,386,1030,English,USA,PG-13,3,4,2,0
Color,38,150,1108,2110,English,USA,PG-13,3,3,4,1
Color,1085,38,2098,5009,English,UK,PG-13,3,4,2,1
Color,1047,349,268,2610,English,USA,R,2,3,2,1
Color,208,53,825,2203,English,USA,PG,3,4,2,1
Color,1086,489,2933,5010,English,Canada,PG-13,3,4,2,1
Color,469,157,806,437,English,USA,R,1,3,2,1
Color,370,1014,2188,2735,English,USA,R,3,3,2,1
Color,899,1015,2934,5011,English,USA,R,3,4,2,1
Color,491,1016,2935,4587,English,UK,PG-13,2,4,2,1
Color,24,161,934,5012,English,USA,PG,3,3,2,1
Color,795,504,809,851,English,USA,PG-13,3,4,2,1
Color,1087,34,396,1210,English,USA,PG,3,3,2,1
Color,1088,113,1016,5013,English,UK,PG-13,3,4,2,1
Color,172,381,2936,2266,English,USA,PG-13,3,4,2,1
Color,80,1017,792,1164,English,USA,PG,3,4,2,1
Color,277,158,396,100,English,USA,R,3,4,2,1
Color,1089,1018,2937,2865,English,USA,PG,3,4,2,1
Color,1090,138,255,2459,English,USA,PG-13,3,4,2,1
Color,1091,191,2938,3120,English,USA,PG-13,3,4,2,1
Color,423,1019,111,469,English,USA,R,3,4,2,1
Color,141,158,237,84,English,USA,R,2,4,2,1
Color,1092,104,2940,429,English,USA,R,3,4,2,1
Color,50,40,219,721,English,USA,R,2,4,2,1
Color,296,16,71,192,English,USA,PG-13,3,4,2,0
Color,49,74,995,5015,English,USA,PG-13,3,4,2,1
Color,1093,386,685,2289,English,UK,PG-13,3,4,2,1
Color,433,199,447,571,English,USA,PG-13,3,4,2,1
Color,1094,131,1444,572,English,USA,PG-13,3,4,2,1
Color,767,1021,2941,4785,English,UK,PG,3,2,4,0
Color,1095,797,1239,394,English,USA,R,3,4,2,1
Color,645,608,103,1793,English,USA,R,3,4,2,1
Color,1096,1022,1074,5016,English,USA,R,3,4,2,1
Color,1064,1023,475,4387,English,USA,PG-13,3,4,2,1
Color,1097,157,2344,342,English,USA,R,3,4,2,1
Color,112,22,251,2160,English,USA,PG-13,4,4,2,1
Color,340,49,532,5017,English,USA,PG,3,3,2,1
Color,1098,156,1190,1084,English,USA,PG-13,3,4,2,1
Color,1099,350,268,5018,English,USA,R,3,4,2,1
Color,1100,453,532,4274,English,Germany,PG,3,4,2,1
Color,999,622,2942,5019,English,USA,R,3,4,2,1
Color,1101,119,255,2241,English,UK,R,3,4,2,1
Color,497,1024,2943,5020,English,USA,PG,3,4,2,1
Color,402,595,2944,2571,English,USA,PG,3,4,2,1
Color,1102,114,276,536,English,USA,PG-13,3,4,2,1
Color,479,802,2380,5021,English,USA,R,3,4,2,1
Color,1103,71,1450,557,English,USA,PG-13,3,4,2,1
Color,1104,1025,2945,5022,English,USA,R,3,4,2,1
Color,922,1026,1897,3240,English,USA,R,3,4,2,1
Color,696,59,658,2141,English,UK,R,3,4,2,1
Color,1105,1027,2946,5023,English,USA,G,3,4,2,1
Color,1072,82,907,4699,English,UK,PG,2,3,4,1
Color,602,202,1973,5024,English,USA,R,3,4,4,1
Color,1032,1028,605,5025,English,USA,R,3,3,2,1
Color,1106,1003,1240,4303,English,USA,PG,3,4,2,1
Color,1107,1029,1241,1148,English,USA,R,3,4,2,1
Color,1108,257,2947,1266,English,USA,R,3,4,2,1
Color,352,1030,779,4531,English,USA,PG,3,4,2,1
Color,1109,1031,2948,815,English,USA,PG-13,3,4,2,0
Color,1110,624,189,4302,English,USA,R,3,4,2,1
Color,932,867,2949,4303,English,'Official site',PG-13,3,4,2,1
Color,1111,236,550,744,English,Australia,R,3,4,2,1
Color,1112,350,2370,5026,English,USA,R,3,4,4,1
Color,146,743,2950,296,English,USA,R,3,4,2,1
Color,1113,1032,2951,5027,English,Canada,R,3,4,2,0
Color,212,119,2207,2266,English,USA,R,3,4,4,0
Color,1114,756,1120,1263,English,USA,R,3,3,2,0
Color,743,75,101,2370,English,USA,R,3,4,2,0
Color,913,93,2952,5028,English,UK,R,3,4,2,1
Color,1115,737,2901,4834,English,USA,R,3,4,2,0
Color,1116,1033,2953,1068,English,USA,G,3,4,2,0
Color,1118,738,2955,5030,English,USA,R,3,4,2,0
Color,1119,595,663,2199,English,USA,R,3,4,2,0
Color,1120,203,460,2157,English,USA,PG-13,3,4,2,0
Color,1121,1034,521,1430,English,USA,PG-13,3,4,2,0
Color,1123,418,2956,4449,English,USA,R,3,4,2,0
Color,1124,30,449,268,English,USA,PG-13,3,4,2,0
' Black and White',569,458,2957,5031,English,USA,PG-13,3,4,2,0
Color,696,740,1040,245,English,USA,PG,3,3,2,0
Color,1125,1035,2958,5032,English,Canada,G,3,4,1,0
